,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,SPY_SMA_10,SPY_SMA_30,SPY_RSI,SPY_MACD,SPY_MACD_Signal,SPY_MACD_Diff,SPY_Bollinger_High,SPY_Bollinger_Low,SPY_Bollinger_Mid,SPY_ATR,SPY_OBV,SPY_Daily_Return,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume,QQQ_SMA_10,QQQ_SMA_30,QQQ_RSI,QQQ_MACD,QQQ_MACD_Signal,QQQ_MACD_Diff,QQQ_Bollinger_High,QQQ_Bollinger_Low,QQQ_Bollinger_Mid,QQQ_ATR,QQQ_OBV,QQQ_Daily_Return,XLP_Open,XLP_High,XLP_Low,XLP_Close,XLP_Volume,XLP_SMA_10,XLP_SMA_30,XLP_RSI,XLP_MACD,XLP_MACD_Signal,XLP_MACD_Diff,XLP_Bollinger_High,XLP_Bollinger_Low,XLP_Bollinger_Mid,XLP_ATR,XLP_OBV,XLP_Daily_Return,XLV_Open,XLV_High,XLV_Low,XLV_Close,XLV_Volume,XLV_SMA_10,XLV_SMA_30,XLV_RSI,XLV_MACD,XLV_MACD_Signal,XLV_MACD_Diff,XLV_Bollinger_High,XLV_Bollinger_Low,XLV_Bollinger_Mid,XLV_ATR,XLV_OBV,XLV_Daily_Return,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,MSFT_SMA_10,MSFT_SMA_30,MSFT_RSI,MSFT_MACD,MSFT_MACD_Signal,MSFT_MACD_Diff,MSFT_Bollinger_High,MSFT_Bollinger_Low,MSFT_Bollinger_Mid,MSFT_ATR,MSFT_OBV,MSFT_Daily_Return,NVDA_Open,NVDA_High,NVDA_Low,NVDA_Close,NVDA_Volume,NVDA_SMA_10,NVDA_SMA_30,NVDA_RSI,NVDA_MACD,NVDA_MACD_Signal,NVDA_MACD_Diff,NVDA_Bollinger_High,NVDA_Bollinger_Low,NVDA_Bollinger_Mid,NVDA_ATR,NVDA_OBV,NVDA_Daily_Return,Close,High,Low,Open,Close,High,Low,Open,Close,High,Low,Open,Volume
2015-02-23,0.0464441953893772,0.0436030566506562,0.0492081388372946,0.0459900446524606,0.1111785570614301,0.0331364336945613,0.0221992198466064,0.6998484628403117,0.760268883381812,0.738648714147955,0.5437629184534282,0.0286811525383484,0.0284751521685123,0.0265038045082791,0.0778177186062456,0.4862794647602767,0.5463353663934659,0.0282784912023422,0.0217474236215375,0.0467922560500186,0.0232254484663781,0.0563065449241022,0.0139916293760968,0.0030820180289512,0.8117682974411807,0.6134707489195687,0.5964406554454392,0.5654517815108933,0.0053552364683079,0.00791753068761,0.0060980406557379,0.0384446645095888,0.221079061981836,0.5907395878415325,0.0569931700007714,0.0387101745803646,0.0824602780710892,0.0557973440283676,0.0449169472887948,0.0339307922038825,0.0236234344589033,0.6295241141604396,0.6878504313327796,0.6625946163389846,0.500365443703222,0.0228971922441963,0.0452566453490231,0.0250137570588244,0.0628987054681072,0.1307719277622455,0.5404745594684401,0.0722552469447237,0.0648695133380593,0.1205093501892327,0.0678871170214888,0.10686428179131,0.0452587930782125,0.0298981718005355,0.7062460623685942,0.7227170178044211,0.6945686608285953,0.5298439381937271,0.0315101813687873,0.0396159732183371,0.0348606174033611,0.0876491017725288,0.224982003194433,0.5873725234824162,0.0067521695043978,0.0069169705188196,0.0071325891210247,0.0077461388022938,0.197983642374901,0.0042229624931446,0.0042506220970235,0.4767135792711269,0.4937497582093103,0.4371510958568125,0.6246349960440258,0.0047975522626407,0.0043269342178138,0.0020674989077884,0.0200146004796372,0.1494740118539979,0.5318503934568425,0.0004701823581672,0.0004148136152849,0.0004606026807987,0.0004343955013035,0.0199314376126225,0.0003188566001409,6.94201017430035e-05,0.6816197056402061,0.3468115269446739,0.3115660061713107,0.470585591478496,0.0004181930768017,0.0001605645015324,0.0001546956462203,0.0001671833275016,0.0186321585940244,0.3696293539604726,0.3475161586150669,0.3529939268497724,0.3687722360719352,0.360735633014603,0.0736913653525942,0.0810136430898201,0.0959391543157155,0.0819761099413529,0.3411672777034933,0.344261227605585,0.3463477027025434,0.3435865553930636,0.0352477617332595
2015-02-24,0.0467808191541531,0.0451743107020835,0.0497305923415941,0.0471128521162634,0.1071972381294043,0.0344989391019019,0.0226866647832976,0.7193331404925889,0.7631859770303,0.7430740726963885,0.5414454146950017,0.0300506319672587,0.0282985085223855,0.0271135552943763,0.0735530716406283,0.4973831360365852,0.5612468859135306,0.0283405287026529,0.0221196744807107,0.0466701390240383,0.0233910359468836,0.0661026635317695,0.0152274449182391,0.0035189728002766,0.8156200519604381,0.6164651885683554,0.6015469003622548,0.5613996405337579,0.0065140815010039,0.0076863629219912,0.0065788214893818,0.0348877567553546,0.2270827056416706,0.5893847463425965,0.0613171705502846,0.041960944592537,0.0837145849464265,0.058526949729337,0.0384296897962959,0.0359445335351352,0.0240749208337038,0.6603852433253583,0.691731247246849,0.6654781388886781,0.5040080888269267,0.0236396922966136,0.0449491918720024,0.0252316522841827,0.05898391307035,0.1338977291701208,0.5437989769975211,0.0749282833914033,0.0641291029117273,0.1204300553962381,0.0671319410326415,0.0987602515288585,0.0482334065564392,0.0305429911136829,0.6919243395635731,0.7296557136546074,0.7026916954882874,0.5303022470419588,0.0332938626069991,0.038765880406163,0.0353416898835738,0.0809752138299308,0.2174344053930427,0.5542811055642758,0.0076564553646144,0.0071374895731344,0.0076781102202533,0.0076257068545816,0.1413933498148561,0.0046382515500746,0.0040569091572345,0.4682474807889106,0.4968837898174991,0.4410434824292503,0.623844929335423,0.0033872416345598,0.0052934115761236,0.0017990131638148,0.0170494235871703,0.1433054875864786,0.5043219058141652,0.0004565325929013,0.0004251931716166,0.0004597078821349,0.0004725492300952,0.0266195666505515,0.0003521503319803,8.331433654989572e-05,0.711782520192776,0.3468337006897796,0.3116300653327876,0.4704954960922631,0.0004470544772424,0.000159646378404,0.0001696349236801,0.0001343071822152,0.0199789334283985,0.4081429915416412,0.3316997225482729,0.3520968763237771,0.3512010627444407,0.352537108957873,0.0618626663122706,0.0698529364346898,0.0804076868831676,0.0745113953075445,0.3416523345591126,0.3481340884396815,0.3487950202544323,0.3475122282064974,0.0239378817472593
2015-02-25,0.0477905171817864,0.0455296264885058,0.0505887627676968,0.0467759517554853,0.1084075689415232,0.0354136057169511,0.0232656692436375,0.7069514054607767,0.7644422856454571,0.746909409160369,0.5359753373155615,0.0311264335592254,0.0289132713201858,0.0279658632535714,0.0683850096038515,0.4861891612394797,0.5427951191267224,0.0284644288041949,0.0223883929957478,0.0467514920820317,0.0228322936428021,0.0646794341528079,0.0160648130465576,0.0040143795022979,0.7787603006886316,0.6171963150928857,0.605793399747014,0.5536532588889881,0.0072915324292863,0.0083879210303002,0.0073215432266679,0.0321409867448878,0.2211619788532484,0.5736190704158267,0.0630786599369118,0.0419608380624633,0.0849687475498813,0.0557973440283676,0.0236110510162822,0.0367267323136619,0.0245151155705825,0.6163645449144493,0.6917292101388105,0.6677844821093771,0.4988778701953286,0.0245990836440158,0.0450837022957272,0.0257847595645984,0.0533886678117286,0.1314980014696924,0.5056889554082723,0.0728399647446437,0.0637998375067174,0.1200328832773737,0.0668800763272454,0.1230970262081222,0.0501849557395205,0.0311702994035552,0.6868795343118818,0.7340376565610867,0.7102434946486506,0.5254741858586847,0.0352739259138753,0.0381308279263695,0.0360307787449698,0.0749319007338168,0.2084081638009253,0.5589866708548258,0.0072545763331802,0.0067164955959674,0.00743568222009,0.0074250698777208,0.1764394913112806,0.0049843114165712,0.003897214265923,0.4534839448415652,0.4991260510941431,0.4446705703772053,0.621105110917977,0.0037434689297987,0.0052571506469475,0.0019682770939293,0.0137476385723049,0.1360414709791066,0.5011849212551399,0.000466241703107,0.0004267734102717,0.0004729279663122,0.0004449483440936,0.0196051070188546,0.0003732117233974,9.76574440331138e-05,0.6653229052538283,0.3468175902033111,0.3116775654798294,0.4703395706477034,0.0004644073109706,0.0001864036779107,0.0001914666461169,8.866861369283795e-05,0.0188624221399856,0.3705299161789162,0.3274671420591959,0.3278761913075071,0.3478647670320137,0.3297141442336844,0.0639021029937891,0.0623686968229685,0.0695680161006015,0.0628393047693732,0.3547495578349176,0.351038804087597,0.3522214169376447,0.348003021472354,0.0430859291206123
2015-02-26,0.0475288423529045,0.0445383841857796,0.0495253929487177,0.0463082435217281,0.1076605069302425,0.0362580611112626,0.0238653114983858,0.6890235472030772,0.7642316051310825,0.7499281990825374,0.5284051583590106,0.0314030958347155,0.0308040686592527,0.029043471436867,0.063765099260823,0.4750509251951159,0.541140199384865,0.028464459340296,0.0225538482660249,0.0468533401796832,0.0239703355894869,0.0792050374073948,0.0169384030266188,0.0045521685498689,0.8086639371787371,0.6188032359051504,0.6095455627918425,0.5491992456871723,0.0079615578385856,0.009436940863348,0.0081796110566641,0.029775757715176,0.2279289624679077,0.6106065851425564,0.0605164461161636,0.0404981322105522,0.0838713819003221,0.0569213516632708,0.03616780332927,0.037242647088727,0.0250004683285736,0.6303741073892501,0.6922831417199842,0.6697586697547301,0.4959255282876605,0.0251586057141279,0.0466639191003573,0.026874248359226,0.0477030636650439,0.1345129764840429,0.5325713906972936,0.0730904130424742,0.0638820168182007,0.1196357606396868,0.0685583254380121,0.0428003258273732,0.052248245538951,0.0319464064573188,0.7056808876578493,0.7383789678766811,0.7173285380168635,0.5215291832725433,0.0375146099887382,0.0382841055526985,0.0372485970113091,0.070243236393846,0.2125557713505853,0.5770719005329832,0.0073349488285767,0.0069971706515297,0.0076175206126503,0.007565530867722,0.1701730247550807,0.0053894006807381,0.0037591062847556,0.4629770470405518,0.5011458473873597,0.4480345046236481,0.6183874437629788,0.0039946328171644,0.0056590290392142,0.0022962376734056,0.0109863606902883,0.1431096067899875,0.5145112545118433,0.000456531019821,0.0004283535195831,0.0004696218472602,0.0004546889353373,0.0275831758449435,0.0003975799427033,0.0001125110004152,0.6739683267828683,0.3468012542604768,0.3117117659758097,0.4702143365033437,0.0004729798873787,0.0002298975302559,0.0002164969469343,5.276623903456546e-05,0.0202408293568484,0.3918014437300519,0.337937191415003,0.332585746670782,0.3409697452871897,0.3224019371072765,0.0648538323320272,0.0690651158072531,0.0807312665144686,0.061617804363764,0.3474732285724161,0.3500705795852487,0.3507528802208798,0.3534007389399382,0.0174263037268693
2015-02-27,0.0470425431518899,0.0442951127848249,0.0494320309589569,0.0449608130246075,0.1803093099574248,0.0365882455765708,0.0244971856552295,0.6374736219018394,0.7618551769998063,0.7517851163810279,0.5176334714611148,0.0316161957070655,0.0322628403819933,0.0298746811469073,0.0591171752535577,0.4584923176049287,0.5300145660078271,0.0292909106980498,0.0224917909556255,0.047036583202425,0.022977135656064,0.1079206603116282,0.0174497762504169,0.0050958021261525,0.7425483715430036,0.6177402153966173,0.6123124754838842,0.5403220547466452,0.0084449190257104,0.0103624120152166,0.0088813729246374,0.0268380560768585,0.2194890161902564,0.5642198898440932,0.0614771434051343,0.0445613159467663,0.086379726567159,0.0601323859978452,0.0429519707208047,0.037708610553532,0.0256833351791602,0.6700190696315305,0.6952149773711966,0.672021386393146,0.4984900983296044,0.0265308392760197,0.0471287499877978,0.0278044940094267,0.0446286160123679,0.1378603575744868,0.5471339412860474,0.0745104112829048,0.0641289000166387,0.1208268642940125,0.065621170927606,0.0785981400687446,0.0537957177561236,0.0326524852770222,0.6431030380255637,0.7378266591108069,0.7228638036890234,0.5084305198564799,0.0389797960948065,0.0384124042522157,0.0380590317063009,0.0640435067092021,0.2062331748614621,0.5338989023239359,0.0076163055091494,0.0069370433532048,0.0071528106068668,0.0071441212397205,0.2080482514020487,0.0056072418303889,0.0036341050405256,0.4291853306603675,0.5021417967065667,0.450953591544294,0.613793372087911,0.0042255527102472,0.0058649565787826,0.0025179378637505,0.0096410032109858,0.1348575454771746,0.4925564399498092,0.0004532936342661,0.0004062209403611,0.0004630108837032,0.0004319591483716,0.0288544367775677,0.0003950188611641,0.0001261168794767,0.6338448124632899,0.3467592015061038,0.3117293452073619,0.4700578248911796,0.0004804154999305,0.0002637626626628,0.0002363912273202,0.0,0.0188206904791653,0.3732351513584823,0.334818470259572,0.3388652072908814,0.3563167214730662,0.3412363964010868,0.0571040066547405,0.0638130200309545,0.0765248238823121,0.0686753435667278,0.3571748950494823,0.3563640477824442,0.3580951695245716,0.3553636888793786,0.017756539803326
2015-03-02,0.0461449997153492,0.0451929558024145,0.0496559262988965,0.0474496499094464,0.1380389067759838,0.0370076268260339,0.025333455142538,0.6915358835866442,0.7622517650233271,0.7533637906681944,0.5150538886923756,0.0310133202987794,0.0353090961634377,0.031076918763629,0.0566804067909647,0.4718971046077425,0.5786079812005128,0.028815686964885,0.02354633679839,0.0477696141045757,0.0250048725338975,0.0830311080260847,0.0179760559629177,0.0058067618356174,0.7980600856086485,0.6193286411621146,0.6148768836793683,0.5384974717082598,0.0088594002257533,0.0117488878902294,0.0097739354333496,0.0262107999653309,0.2264789054097283,0.6299880110439053,0.0654808714358042,0.0450490235649113,0.089045073816273,0.0615775617852289,0.0568619756891965,0.0387071504105729,0.0263718378963702,0.6875573101978656,0.6983276737394705,0.6745570821221513,0.5009164541365908,0.0255124547832853,0.0515491610978048,0.0295476769253534,0.0383437265892827,0.1418892917433167,0.5347626882073351,0.0737587596065357,0.0662684305820213,0.1219386381003031,0.0710760602141382,0.0789776549068491,0.0556612739776836,0.0337670586045127,0.7070455136362477,0.7421966888232312,0.7283425238570345,0.5079525993596097,0.0408495375672289,0.0396404128116865,0.0396279077977548,0.061671182296365,0.212578829757718,0.612567201615517,0.0066918995460094,0.0069169931508229,0.006930551045685,0.007204332770577,0.1933390388762995,0.0056727321842072,0.0035445778388274,0.4338345693346516,0.5030327202307991,0.4534927637088506,0.6098698785235459,0.0040017901509652,0.0069060377221716,0.0029086079637038,0.0090010741420777,0.1426498178101117,0.5113793268850847,0.0004306371068018,0.0004900080251928,0.0004613592018401,0.0005196304951702,0.0684151540456203,0.0004012454811701,0.000143581621811,0.7119984414597711,0.3467849504945763,0.3117493976203039,0.4700811132281263,0.00048153794153,0.0003248351365151,0.0002657247238737,6.5416096638336e-05,0.0215394883437425,0.4366282136767506,0.3530853490598247,0.3471630182272037,0.3574288465583966,0.3390205776606386,0.0530251462580433,0.060267845990465,0.069729805916252,0.0663680678991241,0.3445627815657645,0.3505547039942374,0.3492845080430302,0.3538914650418401,0.0314542806498594
2015-03-03,0.047435210755815,0.0451742141921432,0.0484618093638934,0.0458215602828732,0.1849292662877692,0.0371992853259786,0.0259453394179207,0.6305496851439435,0.7600486506685942,0.7541093189643346,0.5073298167307154,0.0305360759724794,0.0375798959357662,0.0319589411851455,0.0569679351422361,0.4549937992552733,0.5265265719252445,0.0297248450803044,0.023008743743957,0.0469347776323281,0.0239496414300765,0.0715508085581647,0.0183723688464594,0.0063949689272524,0.7312054610194506,0.6181479941046406,0.6166676091730673,0.5315265236119675,0.0090671784189463,0.013045948886141,0.0105166598436748,0.0267404117258906,0.220157854628268,0.5629781270939628,0.0662815967818999,0.0445614633192034,0.0851256029513136,0.058526949729337,0.0614424449858781,0.0393728436486003,0.0267330309771456,0.6303683431033122,0.6973489413136694,0.6763575109882911,0.4943810853706289,0.0251788622959606,0.054045249907023,0.0306539252670808,0.0378978845420089,0.1376359268171507,0.5035325002995267,0.0769327177733741,0.0658568863412299,0.1182064317797899,0.0655372793784346,0.1310313547136977,0.0565209621599543,0.0343097523083334,0.598363776634295,0.7389107528007068,0.7319355966975435,0.4920151783170602,0.0416463282873278,0.0410499847682918,0.0407417178735025,0.0648525003663322,0.2030705174831467,0.5098004598964413,0.0064708395871075,0.0061952154619862,0.0060010820472908,0.0060002532154343,0.1919693962171625,0.0056113413206573,0.0033601977093086,0.3394333206845549,0.5019713844938339,0.455281197150606,0.6021167747016452,0.0038107529591091,0.007598635610035,0.0031463731588588,0.009320914749829,0.1349003585509497,0.4617932509344907,0.0005002288976973,0.0004615531267965,0.0004844972155886,0.0004514431428081,0.0296378499538522,0.0003993528413793,0.0001566244199009,0.6023802821450975,0.3467400399553522,0.3117549936854255,0.4699449872244067,0.0004736573305524,0.0003810515034673,0.0002879784060868,7.003057804996012e-05,0.0200936323751649,0.3479535186270141,0.3615504569262425,0.3556851318968245,0.3734430341606201,0.3580766293943507,0.0641740201048543,0.0706407445401425,0.0758776800488362,0.0589033662087779,0.3498985657869808,0.3476498496379029,0.3532002108389318,0.349474918120515,0.0353747756088198
2015-03-04,0.0454344275305491,0.0422563136537983,0.0465588073025545,0.0441561702408738,0.1934952214110683,0.0372182639552966,0.0264721197386572,0.5719708533562498,0.755790641912363,0.753705729444512,0.496676379279746,0.0304337844890389,0.0387280630938563,0.0324756897679322,0.0576374426158048,0.4374513827615542,0.5259700025526061,0.0286090744457788,0.0219955239807017,0.0462831763232529,0.023080589350505,0.0726911665314068,0.0186472248435527,0.0068940295921456,0.6784403205412571,0.6151028799493601,0.6174275338385458,0.5222389189459195,0.0091967465247723,0.0141170791042692,0.0111084680298382,0.0260583999897952,0.21377036696964,0.5669129416506752,0.061637591105319,0.0400106981037382,0.0812062367378194,0.0529074778462739,0.0288808287217805,0.0390067157218104,0.0267838333954568,0.535293018437996,0.6907773173860864,0.6762661079936263,0.477565668441093,0.0249741861212398,0.0551338446268546,0.0311064963779574,0.0387087016104414,0.134977994089064,0.4855496045318977,0.0699998687301721,0.0643757342579587,0.116062386281697,0.0684744719004172,0.1157504828786354,0.0576127959022069,0.034954566335134,0.6345082050573907,0.7385015870626339,0.7347116959751196,0.4851101481647139,0.042902850610598,0.0418901191241497,0.0418035228724301,0.0687295198029574,0.2116504008038573,0.5889298505798097,0.0053655784721134,0.0049521705024714,0.0055767762158265,0.0055587790011468,0.145118090683775,0.0055151600658888,0.0031499848471201,0.3081213760969013,0.5005144178684392,0.4563784929221871,0.5949791888154503,0.0036065853626092,0.008191041677515,0.0033283475035712,0.0072413914513699,0.1286154042025254,0.4914619724479518,0.0004468224513013,0.0004520682394836,0.000467971189823,0.0004920320194106,0.0479035731551883,0.0004058992222586,0.0001707476193293,0.6392650554135137,0.3467264647817,0.3117563130507296,0.469904716330092,0.0004750003228569,0.0004225539092352,0.0003082212969153,6.999916284982895e-05,0.0221390969258318,0.4094317312736594,0.3617732075482772,0.3572549836845828,0.3812277506708041,0.3642809535651774,0.0692046098397896,0.0709033555899495,0.0901148598144323,0.0715255068653287,0.3421374972876677,0.3423248660178141,0.3453687644203007,0.347021576955718,0.0322304765560611
2015-03-05,0.0458457710077702,0.0428361168083817,0.0480327117874264,0.0445865438700066,0.1162340599904348,0.0373093502814642,0.0269479623214966,0.5831662243621426,0.7523982816619971,0.7525861470456088,0.4900384303708842,0.0299501493099835,0.0404635903605206,0.0330892713444737,0.0532929900448379,0.4492292968338779,0.5525136697022706,0.0290636793658688,0.0226158907658222,0.0469551702304135,0.023473761276692,0.0433268182446837,0.0188496441818152,0.0073689777258488,0.6916860187044334,0.6126085044462356,0.6174844742033865,0.5159049695620866,0.0091727036252398,0.0154103226207207,0.0117304601736445,0.0240040486296653,0.2184470974397294,0.594346667303572,0.0597157610688466,0.0396855672322495,0.0832443315683457,0.0556369217496852,0.0542524509986765,0.0394560846519496,0.0267951307204287,0.5752984340545455,0.6876939587545401,0.6754743013620781,0.4713401790531797,0.0248832644712707,0.0563561011019286,0.0316847619807769,0.03407157978928,0.1388790685202454,0.5438671612007179,0.0754292757700552,0.0684078066614938,0.1238444519514503,0.0706564124103995,0.0709893303877222,0.0588249644946576,0.0356343971221382,0.660532072967946,0.7395634903794407,0.7371878454091343,0.4825749832487912,0.0435481834491967,0.0443331559201883,0.0433594075099208,0.0647916249379979,0.2175107043499779,0.5817382401109338,0.0054861326825616,0.0050123003163306,0.0054555169643919,0.0056590930465776,0.1251653488215919,0.0054353468687501,0.0029759495305531,0.3174858215885696,0.4995610791299922,0.4570381421542337,0.5904594818185273,0.0034085916535945,0.008736780088428,0.0034907855638733,0.0054323288761988,0.1342766643313933,0.5130254193548556,0.0005002277808409,0.0005184635067377,0.000527464953534,0.0005618422680374,0.0743330549817606,0.0004185834530951,0.0001857287334844,0.6959921206410462,0.346760746954309,0.3117653423273255,0.4699773155388426,0.0004812432603506,0.0004653332474459,0.000331674665411,8.292256386852547e-05,0.0250521616228882,0.4256967943036766,0.3593227913706866,0.3608432392576302,0.3776690246384068,0.3658320214005626,0.0666213389361406,0.0691964213321565,0.0860702069979264,0.067861018591963,0.3387418875524608,0.3418406709263979,0.3439002259694308,0.3455493292645845,0.025656802863175
2015-03-06,0.0436019006670942,0.0412275376920163,0.0429019776750301,0.0390475518414233,0.3446958083824957,0.0365996417684905,0.0270382283752977,0.4159093868233692,0.7428097292202579,0.7494385672493253,0.4712369261877707,0.0297478080672491,0.0409385861295914,0.0332215746201203,0.0600414003619659,0.4204057122385309,0.4767321269763979,0.0285884029099522,0.0220782314071881,0.0448170780661523,0.02092870461882,0.1247927392859845,0.0186365680426147,0.007615948774383,0.548252845685215,0.6059724102945981,0.6160641350623445,0.5025945533727841,0.0089716410633782,0.0164226849170837,0.0121239217296582,0.0269773247302979,0.2090241894389324,0.5304128585732638,0.0545909206418435,0.0341592172150593,0.0688204167025156,0.0400622888238498,0.1546527571590348,0.0380581104044034,0.0259768153982294,0.3709832032975051,0.670288439878472,0.6707838930086718,0.4366877267113694,0.0258624405418662,0.0545181530190821,0.0312405769773683,0.0501014412464241,0.1300586473390114,0.4157796701253876,0.0740092626804163,0.0642112037789101,0.1138389873522274,0.0586558536402261,0.1645227678047997,0.0581629865257794,0.0356518962511333,0.4607032641465294,0.7269782658373365,0.7361434138076522,0.4528191633461104,0.0435362077032688,0.0451993426344595,0.0437884611719753,0.0754418387835684,0.205967534512624,0.4495887967113976,0.0053454558540158,0.0047516514493115,0.0041017387124321,0.0041540091531479,0.2271100227544966,0.005128378958526,0.0026652718384182,0.2167613819875353,0.4966515824019492,0.4568999749480526,0.5822201923180247,0.0033719521610628,0.0088208158202295,0.0035125701863413,0.0070429277574761,0.1254287592649176,0.4489337698560966,0.0005487788578387,0.00050897763226,0.0005539067772937,0.0005115123984841,0.0562958730716828,0.0004234855780306,0.0001969691694011,0.6199580414633468,0.3467369462963888,0.3117670298884376,0.4699081833899978,0.0004800918082008,0.0005050187297063,0.0003497341468458,5.174858446041703e-05,0.0227312031868748,0.3582966661884281,0.3878369423488434,0.3859609747998954,0.3796708179745759,0.360292448134799,0.082392920368119,0.0856092362855693,0.0909237934635587,0.0760043330569213,0.3280701073641562,0.3316742828121942,0.3336212568247716,0.3367164836183638,0.2009557088503268
