,Open,High,Low,Close,Volume,SMA_10,SMA_30,RSI,MACD,MACD_Signal,MACD_Diff,Bollinger_High,Bollinger_Low,Bollinger_Mid,ATR,OBV,Daily_Return
2015-02-23,0.028278491202342215,0.02174742362153756,0.04679225605001863,0.023225448466378112,0.05630654492410227,0.013991629376096854,0.0030820180289512222,0.8117682974411807,0.6134707489195687,0.5964406554454392,0.5654517815108933,0.005355236468307989,0.007917530687610058,0.006098040655737991,0.03844466450958889,0.22107906198183602,0.5907395878415325
2015-02-24,0.028340528702652995,0.022119674480710783,0.046670139024038354,0.02339103594688366,0.06610266353176954,0.015227444918239186,0.0035189728002766874,0.8156200519604381,0.6164651885683554,0.6015469003622548,0.5613996405337579,0.006514081501003993,0.0076863629219912355,0.006578821489381825,0.03488775675535469,0.2270827056416706,0.5893847463425965
2015-02-25,0.028464428804194974,0.022388392995747824,0.04675149208203172,0.02283229364280212,0.06467943415280797,0.01606481304655763,0.00401437950229791,0.7787603006886316,0.6171963150928857,0.605793399747014,0.5536532588889881,0.007291532429286318,0.0083879210303002,0.00732154322666792,0.032140986744887884,0.2211619788532484,0.5736190704158267
2015-02-26,0.028464459340296094,0.022553848266024912,0.046853340179683206,0.023970335589486996,0.07920503740739485,0.016938403026618837,0.004552168549868979,0.8086639371787371,0.6188032359051504,0.6095455627918425,0.5491992456871723,0.007961557838585681,0.009436940863348009,0.008179611056664149,0.029775757715176043,0.2279289624679077,0.6106065851425564
2015-02-27,0.029290910698049816,0.022491790955625562,0.04703658320242507,0.02297713565606402,0.10792066031162825,0.01744977625041691,0.005095802126152599,0.7425483715430036,0.6177402153966173,0.6123124754838842,0.5403220547466452,0.008444919025710484,0.010362412015216649,0.008881372924637476,0.02683805607685852,0.21948901619025646,0.5642198898440932
2015-03-02,0.028815686964885012,0.023546336798390022,0.04776961410457575,0.02500487253389752,0.08303110802608471,0.01797605596291771,0.00580676183561743,0.7980600856086485,0.6193286411621146,0.6148768836793683,0.5384974717082598,0.008859400225753322,0.011748887890229404,0.009773935433349673,0.026210799965330933,0.22647890540972834,0.6299880110439053
2015-03-03,0.02972484508030443,0.02300874374395706,0.04693477763232817,0.02394964143007655,0.07155080855816479,0.018372368846459403,0.006394968927252415,0.7312054610194506,0.6181479941046406,0.6166676091730673,0.5315265236119675,0.009067178418946359,0.013045948886141023,0.010516659843674864,0.026740411725890603,0.220157854628268,0.5629781270939628
2015-03-04,0.02860907444577887,0.02199552398070173,0.046283176323252906,0.023080589350505082,0.07269116653140681,0.018647224843552773,0.006894029592145606,0.6784403205412571,0.6151028799493601,0.6174275338385458,0.5222389189459195,0.009196746524772398,0.014117079104269209,0.011108468029838281,0.026058399989795256,0.21377036696964008,0.5669129416506752
2015-03-05,0.029063679365868844,0.02261589076582221,0.04695517023041351,0.023473761276692096,0.04332681824468376,0.018849644181815256,0.00736897772584888,0.6916860187044334,0.6126085044462356,0.6174844742033865,0.5159049695620866,0.009172703625239864,0.015410322620720784,0.011730460173644514,0.02400404862966532,0.21844709743972948,0.594346667303572
2015-03-06,0.028588402909952293,0.022078231407188176,0.044817078066152344,0.020928704618820043,0.12479273928598456,0.01863656804261471,0.007615948774383097,0.548252845685215,0.6059724102945981,0.6160641350623445,0.5025945533727841,0.008971641063378222,0.016422684917083763,0.012123921729658288,0.026977324730297944,0.20902418943893247,0.5304128585732638
2015-03-09,0.026790805241786397,0.02058946754312238,0.044918921332829265,0.021570155150099052,0.0999851257655664,0.018466112062512224,0.007868767371434077,0.573804026133479,0.6011574753387074,0.6138642604098657,0.4955708709550393,0.008444350513272886,0.01798265535406024,0.012618713743309529,0.02498088158295421,0.21700181410682032,0.5998925825086988
2015-03-10,0.025385760098344007,0.018501031325926426,0.041925639720704316,0.01743188765417919,0.14172379329511264,0.017852461023860094,0.00798421689520648,0.39296139413064324,0.5903386068448843,0.6097145081215187,0.4780023047167137,0.007446073055877467,0.019667931300359792,0.01293348102789188,0.030541099656698864,0.20659250851691877,0.49498495218114
2015-03-11,0.02317492899755008,0.016495333166796328,0.04060211293735275,0.016169749161476094,0.09592785213445265,0.0171663768487042,0.008252379720476377,0.34904969446501943,0.5794434730015672,0.6039880069589104,0.46379566091040636,0.0072026437051907755,0.020078440784803697,0.013010019047773685,0.02915511184694866,0.1988512592646377,0.557563358374064
2015-03-12,0.021418643392357162,0.016309231300316335,0.040378130167136234,0.01759745803207366,0.07512219053111455,0.016510121501426278,0.008608957575952786,0.41224116009282485,0.5728253869642971,0.5979448925293096,0.4609429479756214,0.006906323853331897,0.020612367728223502,0.013119973620596692,0.02799166924556934,0.20538037757491165,0.6178802765411174
2015-03-13,0.022803013818472495,0.016722794515595496,0.03980798764271093,0.0166456464174716,0.18236228937953566,0.015858128170058133,0.00886104719231176,0.3774431815035513,0.5659070561659922,0.5915821644031505,0.4580632009107958,0.007060421443006948,0.020306239076324478,0.013048830684654178,0.029876951128439813,0.19260348668636906,0.5645168270571277
