,Open,High,Low,Close,Volume,SMA_10,SMA_30,RSI,MACD,MACD_Signal,MACD_Diff,Bollinger_High,Bollinger_Low,Bollinger_Mid,ATR,OBV,Daily_Return
2015-02-23,0.05699317000077142,0.03871017458036463,0.08246027807108924,0.05579734402836767,0.044916947288794855,0.03393079220388251,0.02362343445890336,0.6295241141604396,0.6878504313327796,0.6625946163389846,0.500365443703222,0.022897192244196396,0.045256645349023183,0.02501375705882447,0.06289870546810723,0.1307719277622455,0.5404745594684401
2015-02-24,0.06131717055028463,0.041960944592537075,0.08371458494642658,0.05852694972933703,0.03842968979629593,0.03594453353513527,0.024074920833703883,0.6603852433253583,0.691731247246849,0.6654781388886781,0.5040080888269267,0.023639692296613668,0.044949191872002414,0.02523165228418278,0.058983913070350016,0.13389772917012083,0.5437989769975211
2015-02-25,0.06307865993691186,0.04196083806246331,0.08496874754988137,0.05579734402836767,0.023611051016282296,0.03672673231366197,0.024515115570582502,0.6163645449144493,0.6917292101388105,0.6677844821093771,0.4988778701953286,0.024599083644015862,0.045083702295727224,0.02578475956459847,0.05338866781172867,0.13149800146969248,0.5056889554082723
2015-02-26,0.06051644611616369,0.04049813221055221,0.08387138190032217,0.056921351663270836,0.03616780332927009,0.03724264708872704,0.02500046832857361,0.6303741073892501,0.6922831417199842,0.6697586697547301,0.4959255282876605,0.02515860571412798,0.04666391910035739,0.026874248359226027,0.04770306366504394,0.1345129764840429,0.5325713906972936
2015-02-27,0.06147714340513433,0.04456131594676638,0.08637972656715909,0.060132385997845206,0.04295197072080472,0.03770861055353203,0.025683335179160216,0.6700190696315305,0.6952149773711966,0.672021386393146,0.4984900983296044,0.026530839276019735,0.04712874998779781,0.02780449400942675,0.04462861601236791,0.13786035757448686,0.5471339412860474
2015-03-02,0.06548087143580428,0.04504902356491136,0.08904507381627302,0.061577561785228996,0.05686197568919651,0.03870715041057293,0.02637183789637021,0.6875573101978656,0.6983276737394705,0.6745570821221513,0.5009164541365908,0.025512454783285343,0.05154916109780483,0.029547676925353428,0.038343726589282714,0.14188929174331671,0.5347626882073351
2015-03-03,0.06628159678189993,0.04456146331920341,0.08512560295131366,0.05852694972933703,0.06144244498587812,0.039372843648600386,0.026733030977145633,0.6303683431033122,0.6973489413136694,0.6763575109882911,0.4943810853706289,0.02517886229596067,0.054045249907023085,0.030653925267080884,0.03789788454200892,0.13763592681715076,0.5035325002995267
2015-03-04,0.06163759110531908,0.04001069810373825,0.08120623673781946,0.05290747784627392,0.0288808287217805,0.03900671572181047,0.02678383339545687,0.535293018437996,0.6907773173860864,0.6762661079936263,0.47756566844109305,0.024974186121239805,0.05513384462685467,0.031106496377957482,0.03870870161044147,0.13497799408906405,0.48554960453189777
2015-03-05,0.059715761068846684,0.039685567232249586,0.08324433156834576,0.055636921749685264,0.05425245099867659,0.03945608465194961,0.026795130720428717,0.5752984340545455,0.6876939587545401,0.6754743013620781,0.47134017905317976,0.02488326447127076,0.05635610110192868,0.031684761980776965,0.03407157978928001,0.1388790685202454,0.5438671612007179
2015-03-06,0.054590920641843566,0.03415921721505932,0.0688204167025156,0.04006228882384988,0.1546527571590348,0.038058110404403434,0.02597681539822949,0.3709832032975051,0.670288439878472,0.6707838930086718,0.43668772671136946,0.02586244054186626,0.05451815301908214,0.031240576977368373,0.05010144124642414,0.13005864733901149,0.41577967012538763
2015-03-09,0.04786496231166326,0.028470602920842247,0.07117213226321406,0.044397492590885324,0.07066753998958578,0.036876494005997906,0.02562690826832592,0.43398333284769885,0.6604497547192085,0.6647383177064774,0.4246424188142375,0.0259226431749785,0.05439299152468102,0.0312070578831688,0.04734579375514798,0.13476401727254197,0.5556358542978495
